No errors
Max results hit (1000): not all possible results returned; 
96 ms
data source=metars
1000 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KHWD 270054Z 35005KT 10SM OVC070 22/07 A2992 RMK AO2 RAB28E41 SLP141 P0000 T02220067,KHWD,2019-03-27T00:54:00Z,37.67,-122.12,22.2,6.7,350,5,,10.0,29.920275,1014.1,,,TRUE,,,,,,,OVC,7000,,,,,,,VFR,,,,,,0.005,,,,,,METAR,21.0
KGSO 270054Z 08008KT 10SM CLR 08/M06 A3025 RMK AO2 SLP243 T00781061,KGSO,2019-03-27T00:54:00Z,36.1,-79.95,7.8,-6.1,80,8,,10.0,30.250984,1024.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,275.0
KLAF 270054Z AUTO 10005KT 10SM CLR 05/M11 A3037 RMK AO2 SLP290 T00501111,KLAF,2019-03-27T00:54:00Z,40.42,-86.93,5.0,-11.1,100,5,,10.0,30.369095,1029.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,182.0
KJST 270054Z AUTO 32005KT 10SM CLR 02/M15 A3028 RMK AO2 SLP277 T00221150,KJST,2019-03-27T00:54:00Z,40.32,-78.83,2.2,-15.0,320,5,,10.0,30.280512,1027.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,694.0
KIZG 270054Z AUTO 36008KT 10SM CLR M02/M16 A3031 RMK AO2 SLP271 T10171161,KIZG,2019-03-27T00:54:00Z,43.98,-70.95,-1.7,-16.1,360,8,,10.0,30.31004,1027.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,135.0
KISW 270054Z AUTO 20003KT 10SM CLR 03/M10 A3029 RMK AO2 SLP270 T00331100 TSNO,KISW,2019-03-27T00:54:00Z,44.37,-89.83,3.3,-10.0,200,3,,10.0,30.28937,1027.0,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,307.0
KIPT 270054Z 04006KT 10SM CLR 03/M15 A3036 RMK AO2 SLP288 T00331150,KIPT,2019-03-27T00:54:00Z,41.25,-76.92,3.3,-15.0,40,6,,10.0,30.360237,1028.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,164.0
KINT 270054Z 07005KT 10SM CLR 09/M02 A3026 RMK AO2 SLP247 T00941017,KINT,2019-03-27T00:54:00Z,36.13,-80.22,9.4,-1.7,70,5,,10.0,30.259842,1024.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,291.0
KIND 270054Z 07005KT 10SM FEW250 06/M08 A3036 RMK AO2 SLP288 T00561078,KIND,2019-03-27T00:54:00Z,39.72,-86.3,5.6,-7.8,70,5,,10.0,30.360237,1028.8,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,241.0
KIMT 270054Z AUTO 21004KT 10SM CLR 04/M11 A3023 RMK AO2 SLP256 T00391106,KIMT,2019-03-27T00:54:00Z,45.82,-88.12,3.9,-10.6,210,4,,10.0,30.230314,1025.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,349.0
KWLD 270054Z AUTO 16005KT 10SM CLR 13/05 A3025 RMK AO2 SLP245 T01330050,KWLD,2019-03-27T00:54:00Z,37.17,-97.03,13.3,5.0,160,5,,10.0,30.250984,1024.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,350.0
KWAL 270054Z AUTO 05009KT 10SM CLR 04/M03 A3035 RMK AO2 SLP273 T00441033,KWAL,2019-03-27T00:54:00Z,37.93,-75.47,4.4,-3.3,50,9,,10.0,30.351377,1027.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
KVTA 270054Z AUTO 00000KT 10SM CLR 06/M08 A3035 RMK AO2 SLP283 T00611078,KVTA,2019-03-27T00:54:00Z,40.02,-82.47,6.1,-7.8,0,0,,10.0,30.351377,1028.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,268.0
KVSF 270054Z AUTO 00000KT 10SM CLR M02/M12 A3033 RMK AO2 SLP279 T10171122,KVSF,2019-03-27T00:54:00Z,43.35,-72.52,-1.7,-12.2,0,0,,10.0,30.33071,1027.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,175.0
KVAY 270054Z AUTO 34004KT 10SM CLR 04/M13 A3034 RMK AO2 SLP274 T00441133,KVAY,2019-03-27T00:54:00Z,39.93,-74.83,4.4,-13.3,340,4,,10.0,30.339567,1027.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
KUZA 270054Z AUTO 02006KT 10SM BKN060 09/04 A3023 RMK AO2 SLP236 T00940039,KUZA,2019-03-27T00:54:00Z,34.98,-81.05,9.4,3.9,20,6,,10.0,30.230314,1023.6,,TRUE,TRUE,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,202.0
KUIN 270054Z AUTO 15004KT 10SM CLR 08/M03 A3034 RMK AO2 SLP278 T00781028,KUIN,2019-03-27T00:54:00Z,39.95,-91.2,7.8,-2.8,150,4,,10.0,30.339567,1027.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,234.0
KTQE 270054Z AUTO 14013KT 10SM CLR 12/07 A3013 RMK AO2 SLP203 T01220072,KTQE,2019-03-27T00:54:00Z,41.77,-96.18,12.2,7.2,140,13,,10.0,30.129921,1020.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,312.0
KPIA 270054Z 17003KT 10SM CLR 07/M09 A3037 RMK AO2 SLP291 T00721094,KPIA,2019-03-27T00:54:00Z,40.67,-89.68,7.2,-9.4,170,3,,10.0,30.369095,1029.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,205.0
KPHL 270054Z 35006KT 10SM CLR 06/M15 A3035 RMK AO2 SLP275 T00611150 $,KPHL,2019-03-27T00:54:00Z,39.87,-75.23,6.1,-15.0,350,6,,10.0,30.351377,1027.5,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
KPNE 270054Z 36008KT 10SM CLR 06/M15 A3035 RMK AO2 SLP278 T00561150,KPNE,2019-03-27T00:54:00Z,40.08,-75.02,5.6,-15.0,360,8,,10.0,30.351377,1027.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,28.0
KROA 270054Z 11004KT 10SM CLR 09/M09 A3029 RMK AO2 SLP258 T00891094,KROA,2019-03-27T00:54:00Z,37.32,-79.97,8.9,-9.4,110,4,,10.0,30.28937,1025.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,362.0
KRIC 270054Z 06008KT 10SM CLR 06/M08 A3033 RMK AO2 SLP276 T00561078,KRIC,2019-03-27T00:54:00Z,37.52,-77.32,5.6,-7.8,60,8,,10.0,30.33071,1027.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,50.0
KRFD 270054Z 16004KT 10SM FEW250 06/M09 A3038 RMK AO2 SLP296 T00561089,KRFD,2019-03-27T00:54:00Z,42.2,-89.1,5.6,-8.9,160,4,,10.0,30.380905,1029.6,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,221.0
KRDG 270054Z 01005KT 10SM CLR 04/M13 A3034 RMK AO2 SLP282 T00441128,KRDG,2019-03-27T00:54:00Z,40.37,-75.97,4.4,-12.8,10,5,,10.0,30.339567,1028.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,109.0
KRBL 270054Z AUTO 17008KT 10SM SCT080 16/07 A2994 RMK AO2 SLP138 T01560072,KRBL,2019-03-27T00:54:00Z,40.15,-122.25,15.6,7.2,170,8,,10.0,29.940945,1013.8,,TRUE,TRUE,,,,,,,SCT,8000,,,,,,,VFR,,,,,,,,,,,,METAR,104.0
KPTW 270054Z AUTO 36005KT 10SM CLR 03/M15 A3035 RMK AO2 SLP279 T00331150,KPTW,2019-03-27T00:54:00Z,40.23,-75.55,3.3,-15.0,360,5,,10.0,30.351377,1027.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,92.0
KPSF 270054Z AUTO 29008KT 10SM CLR M01/M14 A3028 RMK AO2 SLP267 T10061144,KPSF,2019-03-27T00:54:00Z,42.43,-73.28,-0.6,-14.4,290,8,,10.0,30.280512,1026.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,355.0
KROC 270054Z 00000KT 10SM CLR M01/M14 A3043 RMK AO2 SLP313 T10061139,KROC,2019-03-27T00:54:00Z,43.12,-77.68,-0.6,-13.9,0,0,,10.0,30.431103,1031.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,178.0
PAHN 270054Z AUTO 26004KT 10SM BKN080 12/M02 A3002 RMK AO2 SLP169 T01171022 TSNO,PAHN,2019-03-27T00:54:00Z,59.25,-135.52,11.7,-2.2,260,4,,10.0,30.02067,1016.9,,TRUE,TRUE,,,TRUE,,,,BKN,8000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
PGSN 270054Z 06015KT 10SM SCT028 31/21 A3000 RMK AO2 SLP180 T03060206 PNO $,PGSN,2019-03-27T00:54:00Z,15.12,145.72,30.6,20.6,60,15,,10.0,30.0,1018.0,,,TRUE,TRUE,,,,,,SCT,2800,,,,,,,VFR,,,,,,,,,,,,METAR,65.0
PHOG 270054Z 03019KT 10SM FEW030 SCT050 28/16 A2998 RMK AO2 SLP158 T02780161,PHOG,2019-03-27T00:54:00Z,20.9,-156.43,27.8,16.1,30,19,,10.0,29.97933,1015.8,,,TRUE,,,,,,,FEW,3000,SCT,5000,,,,,VFR,,,,,,,,,,,,METAR,12.0
PHMK 270054Z 05011G20KT 10SM CLR 26/17 A2999 RMK AO2 SLP157 T02610172,PHMK,2019-03-27T00:54:00Z,21.15,-157.1,26.1,17.2,50,11,20,10.0,29.991142,1015.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,141.0
MMCM 270054Z 12010KT 7SM SCT020 SCT100 27/21 A3000 RMK 8/520,MMCM,2019-03-27T00:54:00Z,18.5,-88.33,27.0,21.0,120,10,,7.0,30.0,,,,,,,,,,,SCT,2000,SCT,10000,,,,,VFR,,,,,,,,,,,,METAR,12.0
KORB 270054Z AUTO 17005KT 10SM OVC046 04/M06 A3008 RMK AO2,KORB,2019-03-27T00:54:00Z,48.02,-92.87,4.0,-6.0,170,5,,10.0,30.079725,,,TRUE,TRUE,,,,,,,OVC,4600,,,,,,,VFR,,,,,,,,,,,,METAR,397.0
KSBY 270054Z 00000KT 10SM CLR 02/M03 A3034 RMK AO2 SLP278 T00221033,KSBY,2019-03-27T00:54:00Z,38.33,-75.5,2.2,-3.3,0,0,,10.0,30.339567,1027.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,19.0
KBUF 270054Z 26005KT 10SM CLR M01/M11 A3041 RMK AO2 SLP309 T10061111,KBUF,2019-03-27T00:54:00Z,42.93,-78.73,-0.6,-11.1,260,5,,10.0,30.410433,1030.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,211.0
KILN 270054Z AUTO 01006KT 10SM CLR 03/M05 A3035 RMK AO2 SLP304 T00281050,KILN,2019-03-27T00:54:00Z,39.43,-83.8,2.8,-5.0,10,6,,10.0,30.351377,1030.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,322.0
KJAN 270054Z 34009KT 10SM CLR 13/03 A3027 RMK AO2 SLP247 T01330028,KJAN,2019-03-27T00:54:00Z,32.32,-90.08,13.3,2.8,340,9,,10.0,30.268702,1024.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,91.0
KPHF 270054Z 04004KT 10SM CLR 04/M05 A3033 RMK AO2 SLP270 T00441050,KPHF,2019-03-27T00:54:00Z,37.13,-76.5,4.4,-5.0,40,4,,10.0,30.33071,1027.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
KORH 270054Z 34006KT 10SM CLR 00/M18 A3029 RMK AO2 SLP270 T00001178,KORH,2019-03-27T00:54:00Z,42.27,-71.87,0.0,-17.8,340,6,,10.0,30.28937,1027.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,304.0
KOLS 270054Z AUTO 24007KT 10SM CLR 25/M07 A3002 RMK AO2 SLP119 T02501067,KOLS,2019-03-27T00:54:00Z,31.42,-110.85,25.0,-6.7,240,7,,10.0,30.02067,1011.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1184.0
KOLM 270054Z 34007KT 10SM CLR 14/02 A3000 RMK AO2 SLP160 T01440017,KOLM,2019-03-27T00:54:00Z,46.97,-122.9,14.4,1.7,340,7,,10.0,30.0,1016.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,58.0
KOFP 270054Z AUTO VRB03KT 10SM CLR 06/M09 A3035 RMK AO2 SLP277 T00561089,KOFP,2019-03-27T00:54:00Z,37.7,-77.43,5.6,-8.9,0,3,,10.0,30.351377,1027.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,62.0
KSBN 270054Z 36004KT 10SM CLR 02/M09 A3040 RMK AO2 SLP303 T00171094,KSBN,2019-03-27T00:54:00Z,41.7,-86.32,1.7,-9.4,360,4,,10.0,30.398623,1030.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,237.0
KRST 270054Z 17009KT 10SM FEW038 05/00 A3024 RMK AO2 SLP256 T00500000,KRST,2019-03-27T00:54:00Z,43.9,-92.5,5.0,0.0,170,9,,10.0,30.239174,1025.6,,,TRUE,,,,,,,FEW,3800,,,,,,,VFR,,,,,,,,,,,,METAR,403.0
KRKS 270054Z AUTO 30007KT 10SM CLR 09/M05 A3005 RMK AO2 SLP166 T00891050,KRKS,2019-03-27T00:54:00Z,41.6,-109.07,8.9,-5.0,300,7,,10.0,30.050198,1016.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2060.0
KMVL 270054Z AUTO 00000KT 10SM CLR M06/M13 A3036 RMK AO2 SLP296 T10611133,KMVL,2019-03-27T00:54:00Z,44.53,-72.62,-6.1,-13.3,0,0,,10.0,30.360237,1029.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,234.0
KMRY 270054Z 32004KT 10SM OVC065 15/11 A2994 RMK AO2 SLP149 T01500106,KMRY,2019-03-27T00:54:00Z,36.58,-121.85,15.0,10.6,320,4,,10.0,29.940945,1014.9,,,TRUE,,,,,,,OVC,6500,,,,,,,VFR,,,,,,,,,,,,METAR,66.0
KMOT 270054Z 17004KT 10SM CLR 07/03 A2982 RMK AO2 SLP113 T00720033,KMOT,2019-03-27T00:54:00Z,48.25,-101.27,7.2,3.3,170,4,,10.0,29.819881,1011.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,519.0
KMLF 270054Z AUTO 21014KT 10SM CLR 16/M06 A2998 RMK AO2 WSHFT 0040 T01561056,KMLF,2019-03-27T00:54:00Z,38.42,-113.02,15.6,-5.6,210,14,,10.0,29.97933,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,1534.0
KMKC 270054Z 14006KT 10SM CLR 16/03 A3025 RMK AO2 SLP245 T01560033,KMKC,2019-03-27T00:54:00Z,39.12,-94.6,15.6,3.3,140,6,,10.0,30.250984,1024.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,227.0
KMIV 270054Z AUTO VRB03KT 10SM CLR 01/M08 A3033 RMK AO2 SLP271 T00061083,KMIV,2019-03-27T00:54:00Z,39.37,-75.08,0.6,-8.3,0,3,,10.0,30.33071,1027.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
KMGJ 270054Z AUTO 34007KT 10SM CLR 01/M15 A3033 RMK AO2 SLP276 T00111150,KMGJ,2019-03-27T00:54:00Z,41.52,-74.27,1.1,-15.0,340,7,,10.0,30.33071,1027.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,108.0
KMFI 270054Z AUTO 22003KT 10SM CLR 04/M06 A3025 RMK AO2 SLP260 T00441056,KMFI,2019-03-27T00:54:00Z,44.63,-90.18,4.4,-5.6,220,3,,10.0,30.250984,1026.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,389.0
KMEM 270054Z 01008KT 10SM CLR 10/M06 A3031 RMK AO2 SLP264 T01001056 $,KMEM,2019-03-27T00:54:00Z,35.07,-89.98,10.0,-5.6,10,8,,10.0,30.31004,1026.4,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,86.0
KLYH 270054Z 07006KT 10SM CLR 07/M11 A3028 RMK AO2 SLP256 T00721106,KLYH,2019-03-27T00:54:00Z,37.32,-79.2,7.2,-10.6,70,6,,10.0,30.280512,1025.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,295.0
KLWT 270054Z AUTO 24009KT 10SM SCT070 BKN085 OVC100 07/00 A2987 RMK AO2 SLP126 T00720000,KLWT,2019-03-27T00:54:00Z,47.03,-109.47,7.2,0.0,240,9,,10.0,29.870079,1012.6,,TRUE,TRUE,,,,,,,SCT,7000,BKN,8500,OVC,10000,,,VFR,,,,,,,,,,,,METAR,1270.0
KLWM 270054Z 35004KT 10SM CLR 01/M17 A3034 RMK AO2 SLP275 T00111172,KLWM,2019-03-27T00:54:00Z,42.72,-71.13,1.1,-17.2,350,4,,10.0,30.339567,1027.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,54.0
KLNK 270054Z 17010KT 10SM CLR 14/06 A3014 RMK AO2 SLP207 T01440061 $,KLNK,2019-03-27T00:54:00Z,40.85,-96.77,14.4,6.1,170,10,,10.0,30.138779,1020.7,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,364.0
KLEX 270054Z 02007KT 10SM CLR 04/M06 A3033 RMK AO2 SLP276 T00441061,KLEX,2019-03-27T00:54:00Z,38.03,-84.6,4.4,-6.1,20,7,,10.0,30.33071,1027.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,300.0
KTAD 270054Z AUTO 18019G27KT 10SM CLR 18/M02 A3007 RMK AO2 PK WND 19032/0012 SLP146 T01781017,KTAD,2019-03-27T00:54:00Z,37.27,-104.33,17.8,-1.7,180,19,27,10.0,30.070866,1014.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1756.0
KSYR 270054Z 31004KT 10SM FEW250 M01/M14 A3043 RMK AO2 SLP307 T10111144 $,KSYR,2019-03-27T00:54:00Z,43.12,-76.1,-1.1,-14.4,310,4,,10.0,30.431103,1030.7,,,TRUE,TRUE,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,127.0
KSUS 270054Z 00000KT 10SM CLR 08/M01 A3034 RMK AO2 SLP280 T00781006 $,KSUS,2019-03-27T00:54:00Z,38.65,-90.65,7.8,-0.6,0,0,,10.0,30.339567,1028.0,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,141.0
KSLC 270054Z 01008KT 10SM FEW085 SCT150 BKN200 15/03 A2994 RMK AO2 SLP113 T01500033,KSLC,2019-03-27T00:54:00Z,40.77,-111.97,15.0,3.3,10,8,,10.0,29.940945,1011.3,,,TRUE,,,,,,,FEW,8500,SCT,15000,BKN,20000,,,VFR,,,,,,,,,,,,METAR,1286.0
KSJN 270054Z AUTO 24011KT 10SM CLR 20/M08 A3007 RMK AO2 SLP141 T02001083,KSJN,2019-03-27T00:54:00Z,34.52,-109.38,20.0,-8.3,240,11,,10.0,30.070866,1014.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1745.0
KSET 270054Z AUTO 06006KT 10SM CLR 09/M02 A3035 RMK AO2 SLP278 T00891017 $,KSET,2019-03-27T00:54:00Z,38.93,-90.43,8.9,-1.7,60,6,,10.0,30.351377,1027.8,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,134.0
KP92 270053Z AUTO 36004KT A3020 RMK AO1 SLP228 P0001 $,KP92,2019-03-27T00:53:00Z,29.57,-91.53,,,360,4,,,30.200787,1022.8,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,0.01,,,,,,METAR,1.0
TJNR 270053Z AUTO 14005KT 10SM CLR 26/21 A2999 RMK AO2 SLP155 T02560211,TJNR,2019-03-27T00:53:00Z,18.25,-65.63,25.6,21.1,140,5,,10.0,29.991142,1015.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
PACV 270053Z 06006KT 10SM FEW060 FEW200 14/M02 A2996 RMK AO2 SLP146 T01391022,PACV,2019-03-27T00:53:00Z,60.5,-145.47,13.9,-2.2,60,6,,10.0,29.958662,1014.6,,,TRUE,,,,,,,FEW,6000,FEW,20000,,,,,VFR,,,,,,,,,,,,METAR,12.0
PADE 270053Z AUTO 16016KT CLR 02/M01 A2993 RMK AO2 PK WND 16039/0024 SLP136 T00221006 TSNO $,PADE,2019-03-27T00:53:00Z,66.07,-162.77,2.2,-0.6,160,16,,,29.929134,1013.6,,TRUE,TRUE,TRUE,,TRUE,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,5.0
PADQ 270053Z 30010G15KT 10SM CLR 09/03 A3008 RMK AO2 SLP185 T00940033,PADQ,2019-03-27T00:53:00Z,57.75,-152.5,9.4,3.3,300,10,15,10.0,30.079725,1018.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,34.0
PAEG 270053Z AUTO VRB05KT 10SM BKN048 08/01 A3004 RMK AO2 SLP181 T00830006 TSNO,PAEG,2019-03-27T00:53:00Z,64.78,-141.15,8.3,0.6,0,5,,10.0,30.041338,1018.1,,TRUE,TRUE,,,TRUE,,,,BKN,4800,,,,,,,VFR,,,,,,,,,,,,METAR,268.0
PAEN 270053Z 29008KT 10SM CLR 07/M02 A3006 RMK AO2 SLP182 T00721017,PAEN,2019-03-27T00:53:00Z,60.57,-151.25,7.2,-1.7,290,8,,10.0,30.059055,1018.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,27.0
PAFA 270053Z 01003KT 10SM FEW060 BKN110 BKN180 07/00 A3005 RMK AO2 SLP184 T00670000 PNO,PAFA,2019-03-27T00:53:00Z,64.8,-147.85,6.7,0.0,10,3,,10.0,30.050198,1018.4,,,TRUE,,,,,,,FEW,6000,BKN,11000,BKN,18000,,,VFR,,,,,,,,,,,,METAR,132.0
PAGK 270053Z AUTO 28004KT 10SM CLR 10/M05 A3001 RMK AO2 SLP181 T01001050 TSNO,PAGK,2019-03-27T00:53:00Z,62.15,-145.45,10.0,-5.0,280,4,,10.0,30.008858,1018.1,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,481.0
PAGY 270053Z AUTO 04008KT 10SM OVC080 13/M02 A3005 RMK AO2 SLP174 T01331022 TSNO,PAGY,2019-03-27T00:53:00Z,59.47,-135.3,13.3,-2.2,40,8,,10.0,30.050198,1017.4,,TRUE,TRUE,,,TRUE,,,,OVC,8000,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
PAHO 270053Z 23007KT 10SM CLR 09/01 A3006 RMK AO2 SLP179 T00890006,PAHO,2019-03-27T00:53:00Z,59.63,-151.47,8.9,0.6,230,7,,10.0,30.059055,1017.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,28.0
PAIL 270053Z 27011KT 10SM SCT017 BKN022 OVC065 07/03 A3016 RMK AO2 SLP215 T00720028,PAIL,2019-03-27T00:53:00Z,59.75,-154.92,7.2,2.8,270,11,,10.0,30.159449,1021.5,,,TRUE,,,,,,,SCT,1700,BKN,2200,OVC,6500,,,MVFR,,,,,,,,,,,,METAR,49.0
PALH 270053Z 32003KT 10SM CLR 07/M01 A3006 RMK AO2 SLP179 T00671011,PALH,2019-03-27T00:53:00Z,61.18,-149.97,6.7,-1.1,320,3,,10.0,30.059055,1017.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,22.0
PAMC 270053Z AUTO 28006KT 10SM OVC047 04/M02 A3013 RMK AO2 SLP210 T00441017 TSNO,PAMC,2019-03-27T00:53:00Z,62.97,-155.62,4.4,-1.7,280,6,,10.0,30.129921,1021.0,,TRUE,TRUE,,,TRUE,,,,OVC,4700,,,,,,,VFR,,,,,,,,,,,,METAR,103.0
PAMR 270053Z 31006KT 10SM CLR 06/M01 A3005 RMK AO2 SLP177 T00561011,PAMR,2019-03-27T00:53:00Z,61.22,-149.85,5.6,-1.1,310,6,,10.0,30.050198,1017.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,41.0
PANC 270053Z 32003KT 10SM SCT250 07/02 A3005 RMK AO2 SLP176 T00720022 $,PANC,2019-03-27T00:53:00Z,61.17,-150.0,7.2,2.2,320,3,,10.0,30.050198,1017.6,,,TRUE,TRUE,,,,,,SCT,25000,,,,,,,VFR,,,,,,,,,,,,METAR,38.0
PAKW 270053Z AUTO VRB03KT 10SM SCT055 13/04 A2988 RMK AO2 SLP120 T01280039 TSNO,PAKW,2019-03-27T00:53:00Z,55.58,-133.07,12.8,3.9,0,3,,10.0,29.878937,1012.0,,TRUE,TRUE,,,TRUE,,,,SCT,5500,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
PAKT 270053Z 14006KT 10SM FEW035 10/02 A2996 RMK AO2 SLP146 HARBOR WND 14013KT T01000022,PAKT,2019-03-27T00:53:00Z,55.35,-131.7,10.0,2.2,140,6,,10.0,29.958662,1014.6,,,TRUE,,,,,,,FEW,3500,,,,,,,VFR,,,,,,,,,,,,METAR,28.0
