No errors
Max results hit (1000): not all possible results returned; 
96 ms
data source=metars
1000 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KADC 270055Z AUTO 15003KT 10SM OVC019 03/01 A3010 RMK AO2,KADC,2019-03-27T00:55:00Z,46.45,-95.22,3.0,1.0,150,3,,10.0,30.100393,,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,418.0
KAAT 270055Z AUTO 22009G14KT 10SM BKN049 OVC060 09/01 A2992 RMK AO2 SLP129 T00890011,KAAT,2019-03-27T00:55:00Z,41.48,-120.57,8.9,1.1,220,9,14,10.0,29.920275,1012.9,,TRUE,TRUE,,,,,,,BKN,4900,OVC,6000,,,,,VFR,,,,,,,,,,,,METAR,1331.0
KAAS 270055Z AUTO 05006KT 10SM CLR 07/M09 A3036 RMK AO1,KAAS,2019-03-27T00:55:00Z,37.35,-85.32,7.0,-9.0,50,6,,10.0,30.360237,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,281.0
K8W2 270055Z AUTO 03005KT 10SM CLR 04/M11 A3031 RMK AO1 T00401106,K8W2,2019-03-27T00:55:00Z,38.65,-78.7,4.0,-10.6,30,5,,10.0,30.31004,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,297.0
K82V 270055Z AUTO 14005KT 10SM CLR 13/M02 A3003 RMK AO2,K82V,2019-03-27T00:55:00Z,41.15,-104.13,13.0,-2.0,140,5,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1570.0
K7W4 270055Z AUTO 31003KT 10SM CLR 03/M10 A3033 RMK AO1 T00321105,K7W4,2019-03-27T00:55:00Z,37.97,-77.75,3.2,-10.5,310,3,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,106.0
K6B0 270055Z AUTO 34005KT 10SM CLR M02/M15 A3035 RMK AO2 T10241153,K6B0,2019-03-27T00:55:00Z,43.98,-73.1,-2.4,-15.3,340,5,,10.0,30.351377,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,149.0
K6A2 270055Z AUTO 05003KT 10SM SCT045 BKN085 OVC120 12/09 A3014 RMK AO2,K6A2,2019-03-27T00:55:00Z,33.23,-84.27,12.0,9.0,50,3,,10.0,30.138779,,,TRUE,TRUE,,,,,,,SCT,4500,BKN,8500,OVC,12000,,,VFR,,,,,,,,,,,,METAR,292.0
K5R8 270055Z AUTO 34003KT 10SM CLR 17/09 A3025 RMK AO2 T01710089,K5R8,2019-03-27T00:55:00Z,30.43,-93.47,17.1,8.9,340,3,,10.0,30.250984,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,24.0
K4V0 270055Z AUTO 00000KT 10SM CLR 13/00 A3003 RMK AO2 T01311005,K4V0,2019-03-27T00:55:00Z,40.1,-108.77,13.1,-0.5,0,0,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1608.0
K3R7 270055Z AUTO 03005KT 10SM CLR 18/09 A3023 RMK AO2 T01750087,K3R7,2019-03-27T00:55:00Z,30.25,-92.67,17.5,8.7,30,5,,10.0,30.230314,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
KIKW 270055Z AUTO 00000KT 10SM CLR 03/M08 A3039 RMK AO2 T00321085,KIKW,2019-03-27T00:55:00Z,43.67,-84.27,3.2,-8.5,0,0,,10.0,30.389763,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,194.0
KIGQ 270055Z AUTO 05003KT 10SM CLR 03/M09 A3041 RMK AO2 T00251091,KIGQ,2019-03-27T00:55:00Z,41.53,-87.53,2.5,-9.1,50,3,,10.0,30.410433,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,188.0
KHYX 270055Z AUTO 13003KT 10SM CLR 01/M07 A3040 RMK AO2,KHYX,2019-03-27T00:55:00Z,43.43,-83.87,1.0,-7.0,130,3,,10.0,30.398623,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,183.0
KAST 270055Z AUTO 30009KT 10SM CLR 12/03 A2997 RMK AO2 SLP148 T01220033,KAST,2019-03-27T00:55:00Z,46.15,-123.88,12.2,3.3,300,9,,10.0,29.970472,1014.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
KASN 270055Z AUTO 00000KT 10SM CLR 12/08 A3018 RMK AO2 T01160076,KASN,2019-03-27T00:55:00Z,33.57,-86.05,11.6,7.6,0,0,,10.0,30.180119,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,162.0
KARM 270055Z AUTO 02003KT 10SM CLR 21/08 A3022 RMK AO2 T02070081,KARM,2019-03-27T00:55:00Z,29.25,-96.15,20.7,8.1,20,3,,10.0,30.221457,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
KIMS 270055Z AUTO 00000KT 10SM CLR 05/M04 A3037 RMK AO1,KIMS,2019-03-27T00:55:00Z,38.75,-85.47,5.0,-4.0,0,0,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,250.0
KSTF 270055Z AUTO 34004KT 10SM BKN060 13/02 A3025 RMK AO2 PWINO,KSTF,2019-03-27T00:55:00Z,33.43,-88.85,13.0,2.0,340,4,,10.0,30.250984,,,TRUE,TRUE,,,,,TRUE,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,102.0
KMHL 270055Z AUTO 11004KT 10SM CLR 11/01 A3032 RMK AO2,KMHL,2019-03-27T00:55:00Z,39.1,-93.2,11.0,1.0,110,4,,10.0,30.318897,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,237.0
KLKR 270055Z AUTO 03003KT 10SM OVC055 10/08 A3022 RMK AO2,KLKR,2019-03-27T00:55:00Z,34.72,-80.85,10.0,8.0,30,3,,10.0,30.221457,,,TRUE,TRUE,,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,METAR,149.0
KLBO 270055Z AUTO 09003KT 10SM CLR 11/00 A3032 RMK AO2,KLBO,2019-03-27T00:55:00Z,37.65,-92.65,11.0,0.0,90,3,,10.0,30.318897,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,403.0
KJSO 270055Z AUTO 06003KT 10SM CLR 16/08 A3028 RMK AO2 T01630081,KJSO,2019-03-27T00:55:00Z,31.87,-95.22,16.3,8.1,60,3,,10.0,30.280512,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,206.0
KBRY 270055Z AUTO 01004KT 10SM CLR 05/M07 A3033 RMK AO1,KBRY,2019-03-27T00:55:00Z,37.82,-85.5,5.0,-7.0,10,4,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,204.0
KY51 270055Z AUTO 20005KT 10SM CLR 05/M07 A3029 RMK AO1 T00451069,KY51,2019-03-27T00:55:00Z,43.58,-90.9,4.5,-6.9,200,5,,10.0,30.28937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,394.0
KMCX 270055Z AUTO 00000KT 10SM CLR 04/M11 A3037 RMK AO2 T00421113,KMCX,2019-03-27T00:55:00Z,40.72,-86.77,4.2,-11.3,0,0,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,206.0
KGAF 270055Z AUTO 17015KT 7SM OVC008 01/01 A3000 RMK AO2 PWINO,KGAF,2019-03-27T00:55:00Z,48.4,-97.37,1.0,1.0,170,15,,7.0,30.0,,,TRUE,TRUE,,,,,TRUE,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,252.0
KEKX 270055Z AUTO 02005KT 10SM CLR 05/M09 A3033 RMK AO2 T00531091,KEKX,2019-03-27T00:55:00Z,,,5.3,-9.1,20,5,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,
KIPJ 270055Z AUTO 00000KT 10SM CLR 08/02 A3024 RMK AO2 T00810020,KIPJ,2019-03-27T00:55:00Z,35.48,-81.17,8.1,2.0,0,0,,10.0,30.239174,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,267.0
KRCX 270055Z AUTO 00000KT 10SM CLR 04/M05 A3026 RMK AO2 T00441047,KRCX,2019-03-27T00:55:00Z,45.5,-91.0,4.4,-4.7,0,0,,10.0,30.259842,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,377.0
KMNI 270055Z AUTO 03004KT 10SM OVC043 11/06 A3021 RMK AO2,KMNI,2019-03-27T00:55:00Z,33.58,-80.22,11.0,6.0,30,4,,10.0,30.209646,,,TRUE,TRUE,,,,,,,OVC,4300,,,,,,,VFR,,,,,,,,,,,,METAR,32.0
KMAW 270055Z AUTO 03006KT 10SM CLR 10/M02 A3035 RMK AO2,KMAW,2019-03-27T00:55:00Z,36.6,-90.0,10.0,-2.0,30,6,,10.0,30.351377,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,90.0
KPLD 270055Z AUTO 00000KT 10SM CLR 04/M06 A3038 RMK AO2,KPLD,2019-03-27T00:55:00Z,40.45,-84.98,4.0,-6.0,0,0,,10.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,282.0
KCNW 270055Z 07008KT 10SM SKC 18/09 A3025,KCNW,2019-03-27T00:55:00Z,31.63,-97.07,18.0,9.0,70,8,,10.0,30.250984,,,,,,,,,,,SKC,,,,,,,,VFR,,,,,,,,,,,,METAR,156.0
KMYJ 270055Z AUTO 00000KT 10SM CLR 08/M01 A3034 RMK AO2,KMYJ,2019-03-27T00:55:00Z,39.15,-91.82,8.0,-1.0,0,0,,10.0,30.339567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,251.0
KEGV 270055Z AUTO 21005KT 10SM CLR 04/M10 A3022 RMK AO2 T00351105,KEGV,2019-03-27T00:55:00Z,45.93,-89.27,3.5,-10.5,210,5,,10.0,30.221457,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,500.0
KIRK 270055Z AUTO 12005KT 10SM CLR 09/M02 A3031 RMK AO2 SLP274 T00891022,KIRK,2019-03-27T00:55:00Z,40.1,-92.55,8.9,-2.2,120,5,,10.0,30.31004,1027.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,293.0
KINL 270055Z AUTO VRB04KT 10SM OVC035 04/M03 A3007 RMK AO2 SLP204 T00441033,KINL,2019-03-27T00:55:00Z,48.57,-93.4,4.4,-3.3,0,4,,10.0,30.070866,1020.4,,TRUE,TRUE,,,,,,,OVC,3500,,,,,,,VFR,,,,,,,,,,,,METAR,360.0
KL18 270055Z AUTO 21005KT 10SM CLR 17/11 A2997 RMK AO2,KL18,2019-03-27T00:55:00Z,33.35,-117.25,17.0,11.0,210,5,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,216.0
KJYL 270055Z AUTO 11006KT 10SM OVC110 13/09 A3017 RMK AO2 T01280090,KJYL,2019-03-27T00:55:00Z,32.65,-81.6,12.8,9.0,110,6,,10.0,30.171259,,,TRUE,TRUE,,,,,,,OVC,11000,,,,,,,VFR,,,,,,,,,,,,METAR,57.0
KLNA 270055Z AUTO 09003KT 10SM CLR 23/18 A2997 RMK AO2 LTG DSNT SE T02260177,KLNA,2019-03-27T00:55:00Z,26.6,-80.02,22.6,17.7,90,3,,10.0,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,11.0
KLLJ 270055Z AUTO 00000KT 10SM BKN070 BKN085 12/M04 A2992 RMK AO2 SLP122 T01171044,KLLJ,2019-03-27T00:55:00Z,44.52,-114.22,11.7,-4.4,0,0,,10.0,29.920275,1012.2,,TRUE,TRUE,,,,,,,BKN,7000,BKN,8500,,,,,VFR,,,,,,,,,,,,METAR,1536.0
KLJF 270055Z AUTO 15006KT 10SM OVC027 07/04 A3015 RMK AO2,KLJF,2019-03-27T00:55:00Z,45.1,-94.52,7.0,4.0,150,6,,10.0,30.15059,,,TRUE,TRUE,,,,,,,OVC,2700,,,,,,,MVFR,,,,,,,,,,,,METAR,348.0
KLIC 270055Z AUTO 09009KT 10SM CLR 12/02 A3004 RMK AO2 SLP146 T01220017,KLIC,2019-03-27T00:55:00Z,39.27,-103.67,12.2,1.7,90,9,,10.0,30.041338,1014.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1630.0
KLHM 270055Z AUTO 19007KT 10SM SCT120 17/08 A2994 RMK AO1,KLHM,2019-03-27T00:55:00Z,38.92,-121.35,17.0,8.0,190,7,,10.0,29.940945,,,TRUE,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,37.0
KLHB 270055Z AUTO 00000KT 10SM CLR 20/11 A3025 RMK AO2 T01950113,KLHB,2019-03-27T00:55:00Z,30.87,-96.62,19.5,11.3,0,0,,10.0,30.250984,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,87.0
KHZL 270055Z AUTO 36005KT 10SM CLR 00/M18 A3034 RMK AO2,KHZL,2019-03-27T00:55:00Z,40.98,-76.0,0.0,-18.0,360,5,,10.0,30.339567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,489.0
KAIB 270055Z AUTO 18004KT 10SM CLR 17/M06 A3011 RMK AO2,KAIB,2019-03-27T00:55:00Z,38.23,-108.57,17.0,-6.0,180,4,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1811.0
KLUD 270055Z AUTO 08004KT 7SM CLR 16/06 A3026 RMK AO2 T01630061,KLUD,2019-03-27T00:55:00Z,33.25,-97.58,16.3,6.1,80,4,,7.0,30.259842,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,319.0
KCZL 270055Z AUTO 01003KT 10SM SCT065 12/05 A3020 RMK AO2,KCZL,2019-03-27T00:55:00Z,34.47,-84.93,12.0,5.0,10,3,,10.0,30.200787,,,TRUE,TRUE,,,,,,,SCT,6500,,,,,,,VFR,,,,,,,,,,,,METAR,195.0
KCWC 270055Z AUTO 14004KT 10SM CLR 18/07 A3026 RMK AO2 T01800065,KCWC,2019-03-27T00:55:00Z,33.85,-98.48,18.0,6.5,140,4,,10.0,30.259842,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,305.0
KCQM 270055Z AUTO 20008KT 10SM OVC046 04/M05 A3011 RMK AO2,KCQM,2019-03-27T00:55:00Z,47.82,-92.68,4.0,-5.0,200,8,,10.0,30.109253,,,TRUE,TRUE,,,,,,,OVC,4600,,,,,,,VFR,,,,,,,,,,,,METAR,404.0
KCPK 270055Z AUTO 05008KT 7SM CLR 05/M01 A3032 RMK AO2 T00491011,KCPK,2019-03-27T00:55:00Z,36.67,-76.32,4.9,-1.1,50,8,,7.0,30.318897,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,6.0
KCNK 270055Z AUTO 18013KT 10SM CLR 16/07 A3015 RMK AO2 SLP210 T01560067,KCNK,2019-03-27T00:55:00Z,39.55,-97.65,15.6,6.7,180,13,,10.0,30.15059,1021.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,447.0
KCMD 270055Z AUTO 00000KT 10SM CLR 10/M02 A3024 RMK AO2 T01021017,KCMD,2019-03-27T00:55:00Z,34.27,-86.85,10.2,-1.7,0,0,,10.0,30.239174,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,294.0
KCMA 270055Z 26008KT 10SM CLR 18/11 A2996 RMK AO2 SLP155 T01830106,KCMA,2019-03-27T00:55:00Z,34.22,-119.1,18.3,10.6,260,8,,10.0,29.958662,1015.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,23.0
KCKN 270055Z AUTO 18014KT 10SM OVC013 02/01 A3003 RMK AO2,KCKN,2019-03-27T00:55:00Z,47.85,-96.62,2.0,1.0,180,14,,10.0,30.029528,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,273.0
KCKC 270055Z AUTO 20006KT 10SM 01/M10 A3013 RMK AO2,KCKC,2019-03-27T00:55:00Z,47.83,-90.37,1.0,-10.0,200,6,,10.0,30.129921,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,548.0
KCDH 270055Z AUTO 00000KT 6SM RA CLR 14/03 A3029 RMK AO2,KCDH,2019-03-27T00:55:00Z,33.62,-92.77,14.0,3.0,0,0,,6.0,30.28937,,,TRUE,TRUE,,,,,,RA,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,35.0
KCAO 270055Z AUTO 19017KT 10SM CLR 17/04 A3012 RMK AO2 SLP173 T01670044,KCAO,2019-03-27T00:55:00Z,36.45,-103.15,16.7,4.4,190,17,,10.0,30.121063,1017.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1514.0
KBYY 270055Z AUTO 00000KT 10SM CLR 18/13 A3021 RMK AO2 T01860140,KBYY,2019-03-27T00:55:00Z,28.97,-95.87,18.6,14.0,0,0,,10.0,30.209646,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,14.0
KBQK 270055Z AUTO 04016G20KT 10SM OVC014 15/11 A3011 RMK AO2,KBQK,2019-03-27T00:55:00Z,31.25,-81.47,15.0,11.0,40,16,20,10.0,30.109253,,,TRUE,TRUE,,,,,,,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,METAR,8.0
KBBB 270055Z AUTO 17007KT 10SM BKN029 06/04 A3011 RMK AO2,KBBB,2019-03-27T00:55:00Z,45.32,-95.65,6.0,4.0,170,7,,10.0,30.109253,,,TRUE,TRUE,,,,,,,BKN,2900,,,,,,,MVFR,,,,,,,,,,,,METAR,317.0
KBAM 270055Z AUTO 29005KT 10SM CLR 17/M06 A2989 RMK AO1,KBAM,2019-03-27T00:55:00Z,,,17.0,-6.0,290,5,,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,
KAZC 270055Z AUTO 30005KT 10SM CLR 19/M06 A3006 RMK AO2,KAZC,2019-03-27T00:55:00Z,36.97,-113.02,19.0,-6.0,300,5,,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1486.0
KAXH 270055Z AUTO 07004KT 10SM CLR 20/09 A3022 RMK AO2 T01950094,KAXH,2019-03-27T00:55:00Z,29.52,-95.48,19.5,9.4,70,4,,10.0,30.221457,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KRRL 270055Z AUTO 23003KT 10SM CLR 04/M05 A3026 RMK AO2 T00371050 TSNO,KRRL,2019-03-27T00:55:00Z,45.2,-89.72,3.7,-5.0,230,3,,10.0,30.259842,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,401.0
KGPH 270055Z AUTO 12003KT 10SM CLR 13/03 A3028 RMK AO2,KGPH,2019-03-27T00:55:00Z,39.33,-94.32,13.0,3.0,120,3,,10.0,30.280512,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,235.0
KHMZ 270055Z AUTO 00000KT 10SM CLR 00/M08 A3031 RMK AO2 T00041077,KHMZ,2019-03-27T00:55:00Z,40.08,-78.52,0.4,-7.7,0,0,,10.0,30.31004,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,354.0
KISQ 270055Z AUTO 20007KT 10SM CLR 00/M06 A3030 RMK AO2 T00031056,KISQ,2019-03-27T00:55:00Z,45.97,-86.17,0.3,-5.6,200,7,,10.0,30.301182,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,209.0
KLUX 270055Z AUTO 08003KT 10SM OVC055 11/06 A3021 RMK AO2,KLUX,2019-03-27T00:55:00Z,34.5,-81.95,11.0,6.0,80,3,,10.0,30.209646,,,TRUE,TRUE,,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,SPECI,213.0
KC62 270055Z AUTO 00000KT 10SM CLR 02/M13 A3037 RMK AO2 T00281139,KC62,2019-03-27T00:55:00Z,41.47,-85.25,2.8,-13.9,0,0,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,306.0
KX07 270055Z AUTO 32007KT 10SM CLR 21/15 A3003 RMK A01,KX07,2019-03-27T00:55:00Z,27.9,-81.62,21.0,15.0,320,7,,10.0,30.029528,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,39.0
KSXU 270055Z AUTO 16011KT 10SM CLR 19/02 A3014 RMK AO2 T01900024,KSXU,2019-03-27T00:55:00Z,34.93,-104.65,19.0,2.4,160,11,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1460.0
KSEM 270055Z AUTO 00000KT 10SM 12/08 A3017 RMK AO2,KSEM,2019-03-27T00:55:00Z,32.35,-86.98,12.0,8.0,0,0,,10.0,30.171259,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,51.0
KS33 270055Z AUTO 34006KT 10SM CLR 11/M01 A2995 RMK AO2,KS33,2019-03-27T00:55:00Z,44.67,-121.15,11.0,-1.0,340,6,,10.0,29.949802,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,743.0
KRID 270055Z AUTO 02004KT 10SM CLR 02/M05 A3037 RMK AO2,KRID,2019-03-27T00:55:00Z,39.75,-84.85,2.0,-5.0,20,4,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,348.0
KEOE 270055Z AUTO 07003KT 10SM CLR 10/07 A3024 RMK AO2,KEOE,2019-03-27T00:55:00Z,34.32,-81.63,10.0,7.0,70,3,,10.0,30.239174,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,174.0
KDYA 270055Z AUTO 30004KT 10SM CLR 14/05 A3019 RMK AO2 T01400050,KDYA,2019-03-27T00:55:00Z,32.47,-87.95,14.0,5.0,300,4,,10.0,30.188976,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,34.0
KAID 270055Z AUTO 00000KT 10SM CLR 04/M06 A3038 RMK AO2 T00441057,KAID,2019-03-27T00:55:00Z,40.12,-85.62,4.4,-5.7,0,0,,10.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,280.0
FJDG 270055Z 00000KT 9999 FEW022 FEW250 28/25 A2988 RMK SLP115 T02790253,FJDG,2019-03-27T00:55:00Z,-7.32,72.42,27.9,25.3,0,0,,6.21,29.878937,1011.5,,,,,,,,,,FEW,2200,FEW,25000,,,,,VFR,,,,,,,,,,,,METAR,3.0
EHVK 270055Z AUTO VRB02KT 9000 BR BKN052 OVC370 06/05 Q1032 BLU,EHVK,2019-03-27T00:55:00Z,51.63,5.7,6.0,5.0,0,2,,5.59,30.47244,,,TRUE,,,,,,,BR,BKN,5200,OVC,37000,,,,,VFR,,,,,,,,,,,,METAR,21.0
KOZW 270055Z AUTO 00000KT 10SM CLR 03/M11 A3039 RMK AO2 T00271110,KOZW,2019-03-27T00:55:00Z,42.62,-83.97,2.7,-11.0,0,0,,10.0,30.389763,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,293.0
KOSC 270055Z AUTO 00000KT 10SM CLR M01/M05 A3039 RMK AO2 T10071052,KOSC,2019-03-27T00:55:00Z,44.45,-83.4,-0.7,-5.2,0,0,,10.0,30.389763,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,193.0
KONZ 270055Z AUTO 17006KT 10SM CLR 00/M06 A3041 RMK AO2 T00041059,KONZ,2019-03-27T00:55:00Z,42.1,-83.15,0.4,-5.9,170,6,,10.0,30.410433,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,180.0
KOEB 270055Z AUTO 00000KT 10SM CLR 03/M11 A3038 RMK AO2 T00251113,KOEB,2019-03-27T00:55:00Z,41.92,-85.03,2.5,-11.3,0,0,,10.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,292.0
KSAZ 270055Z AUTO 16004KT 10SM OVC024 04/01 A3011 RMK AO2,KSAZ,2019-03-27T00:55:00Z,46.37,-94.8,4.0,1.0,160,4,,10.0,30.109253,,,TRUE,TRUE,,,,,,,OVC,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,392.0
KM25 270055Z AUTO 01004KT 10SM CLR 07/M06 A3035 RMK AO2,KM25,2019-03-27T00:55:00Z,36.77,-88.58,7.0,-6.0,10,4,,10.0,30.351377,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,160.0
KGPC 270055Z AUTO 00000KT 10SM CLR 04/M06 A3036 RMK AO2,KGPC,2019-03-27T00:55:00Z,39.63,-86.82,4.0,-6.0,0,0,,10.0,30.360237,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,257.0
KSVE 270055Z AUTO 24011G17KT 10SM CLR 10/00 A2993 RMK AO2,KSVE,2019-03-27T00:55:00Z,40.37,-120.57,10.0,0.0,240,11,17,10.0,29.929134,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1263.0
KSVC 270055Z AUTO 00000KT 10SM CLR 21/M04 A3012 RMK AO2 T02141044,KSVC,2019-03-27T00:55:00Z,32.63,-108.15,21.4,-4.4,0,0,,10.0,30.121063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1659.0
